Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Con cámara de retroceso,Kilómetros,Precio,Tipo de vendedor,HP,Tracción
nissan,kicks,2023.0,advance plus,Gris,Nafta,5.0,automatica,1.6,1,10000.0,26800.0,concesionaria,,
toyota,sw4,2024.0,srx,Negro,Diésel,5.0,automatica,2.8,,500.0,99500.0,concesionaria,204.0,4x4
peugeot,2008,2017.0,allure,Gris,Nafta,5.0,manual,1.6,,150000.0,11760.0,concesionaria,,
chevrolet,tracker,2025.0,premier turbo,Gris,Nafta,5.0,automatica,1.2,,0.0,27440.0,tienda,,
mercedesbenz,clasegle,2017.0,gle400 sport,Negro,Nafta,5.0,,3.0,,135000.0,65000.0,concesionaria,333.0,4x4
chevrolet,tracker,2025.0,turbo ltz,Gris,Nafta,5.0,automatica,1.2,,0.0,19940.0,tienda,,
jeep,compass,2021.0,longitude plus,Negro,Nafta,5.0,,2.4,,38000.0,26800.0,particular,,
ford,kuga,2017.0,titanium ecoboost,,Nafta,,automatica,2.0,,112000.0,24400.0,concesionaria,,4x4
toyota,corollacross,2022.0,xli,Blanco,Nafta,5.0,automatica,2.0,,94000.0,26800.0,particular,,
ford,territory,2024.0,ecobost titanium,Gris,Nafta,5.0,automatica,1.8,,0.0,37200.0,concesionaria,,
toyota,sw4,2023.0,srx,Gris,Diésel,5.0,automatica,2.8,,50000.0,54000.0,concesionaria,204.0,4x4
nissan,kicks,2025.0,exclusive,Negro,Nafta,5.0,automatica,1.6,,0.0,29520.0,tienda,,
chevrolet,tracker,2024.0,rs,Blanco,Nafta,5.0,automatica,1.2,,1000.0,28412.0,tienda,,
chevrolet,tracker,2024.0,turbo,Rojo,Nafta,5.0,automatica,1.2,,6100.0,24400.0,concesionaria,,
renault,duster,2015.0,ph2 expression,Blanco,Nafta,5.0,manual,1.6,,127800.0,12560.0,concesionaria,110.0,4x2
peugeot,2008,2018.0,thp sport,Gris,Nafta,5.0,manual,1.6,,100000.0,14392.0,concesionaria,,
renault,duster,2012.0,expression,Gris,Nafta,5.0,manual,1.6,0,160500.0,9300.0,particular,110.0,4x2
renault,duster,2017.0,ph2 privilege,Gris,Nafta,5.0,manual,1.6,,98000.0,14000.0,concesionaria,110.0,4x2
volkswagen,taos,2024.0,250 tsi highline,Negro,Nafta,5.0,automatica,1.4,,5000.0,35200.0,concesionaria,,
peugeot,2008,2016.0,thp sport,Blanco,Nafta,5.0,manual,1.6,0,104000.0,13200.0,particular,,
nissan,kicks,2020.0,exclusive bitono,Gris,Nafta,5.0,automatica,1.6,1,120000.0,22400.0,concesionaria,,
jeep,renegade,2019.0,sport plus,Negro,Nafta,5.0,manual,1.8,,95000.0,16960.0,concesionaria,,
peugeot,3008,2019.0,gtline thp,Rojo,Diésel,5.0,automatica,1.6,1,102500.0,28000.0,particular,,
ssangyong,musso,1996.0,602 d el,Negro,Diésel,5.0,manual,2.9,0,305000.0,4500.0,particular,,
audi,q5,2009.0,tfsi,Gris,Nafta,5.0,manual,2.0,,260000.0,14500.0,particular,211.0,4x4
volkswagen,taos,2024.0,250 tsi highline bi tono,Blanco,Nafta,5.0,automatica,1.4,,30000.0,34400.0,particular,,
ford,ecosport,2014.0,se,Dorado,Nafta,5.0,manual,1.6,,135000.0,11160.0,concesionaria,110.0,4x2
ford,ecosport,2015.0,titanium,Dorado,Nafta,5.0,manual,1.6,,110000.0,12900.0,concesionaria,110.0,4x2
audi,q3sportback,2025.0,35tfsi sportback,Gris,Nafta,5.0,,1.4,,0.0,62000.0,tienda,150.0,
baic,x55,2024.0,ii luxury,Rojo,Nafta,5.0,,1.5,1,0.0,37900.0,tienda,185.0,
peugeot,2008,2025.0,allure,Blanco,Nafta,5.0,,1.0,,0.0,21520.0,tienda,,
volkswagen,tiguan,2009.0,tsi sport style,Negro,Nafta,5.0,manual,2.0,,197000.0,13440.0,concesionaria,,
jeep,commander,2022.0,td limited plus at9,Blanco,Diésel,5.0,,2.0,1,52100.0,42880.0,tienda,,4x4
renault,duster,2013.0,luxe nav,Azul,Nafta,5.0,manual,2.0,,130000.0,13600.0,concesionaria,138.0,4x4
mitsubishi,outlander,2025.0,gls full,Gris,Nafta,5.0,automatica,2.5,1,0.0,54000.0,concesionaria,,
fiat,pulse,2024.0,drive gse,Plateado,Nafta,5.0,automatica,1.3,,0.0,20960.0,tienda,,
ford,territory,2021.0,sel,Blanco,Nafta,5.0,,1.5,,55000.0,27200.0,particular,,
renault,dusteroroch,2018.0,privilege,Plateado,Híbrido,,manual,2.0,0,122860.0,14072.0,tienda,,
mercedesbenz,clasegla,2016.0,gla 250 matic amg line,Negro,Nafta,5.0,,1.6,,125000.0,31500.0,concesionaria,,
baic,x35,2025.0,luxury,Azul,Nafta,5.0,automatica,1.5,1,0.0,28200.0,concesionaria,,
volkswagen,nivus,2024.0,tsi 170,Plateado,Nafta,5.0,manual,1.0,,0.0,20800.0,tienda,,
peugeot,2008,2019.0,allure,Gris,Nafta,5.0,manual,1.6,,45000.0,16000.0,particular,,
renault,sanderostepway,2017.0,nuevo sandero stepway privilege,Blanco,Nafta,5.0,manual,1.6,,102000.0,13200.0,particular,,
toyota,corollacross,2023.0,xei ecvt,Blanco,Híbrido,5.0,,1.8,,16000.0,34800.0,tienda,,
jeep,cherokee,1999.0,sport,Blanco,Nafta,5.0,manual,4.0,,136000.0,13000.0,concesionaria,,
volkswagen,nivus,2023.0,tsi 170 confortline,Gris,Nafta,5.0,manual,1.0,1,32000.0,21999.0,tienda,,
toyota,hiluxsw4,2007.0,srv cuero,Negro,Diésel,5.0,manual,3.0,,320000.0,20000.0,particular,,
volvo,xc60,2016.0,t5 inscription,Gris,Nafta,5.0,,2.0,,145000.0,29000.0,concesionaria,,4x4
renault,dusteroroch,2019.0,dynamique,Gris,Nafta,,manual,2.0,,129000.0,14560.0,concesionaria,,
ford,ecosport,2017.0,se,Rojo,Nafta,5.0,manual,1.6,,116000.0,12960.0,concesionaria,110.0,4x2
nissan,kicks,2018.0,exclusive,Gris,Nafta,5.0,automatica,1.6,,105000.0,17200.0,particular,,
chevrolet,tracker,2013.0,ltz plus l13,Rojo,Nafta/GNC,5.0,automatica,1.8,1,145000.0,14000.0,concesionaria,,4x4
hyundai,tucson,2017.0,20n,Gris,Nafta,5.0,automatica,2.0,,128300.0,24240.0,tienda,,4x2
chevrolet,tracker,2014.0,ltz,Blanco,Nafta,5.0,automatica,1.8,1,98000.0,14500.0,particular,140.0,4x4
peugeot,2008,2017.0,allure tip,Marrón,Nafta,5.0,,1.6,,126000.0,14600.0,particular,,
jeep,commander,2024.0,td380 at9 limited,Gris,Diésel,5.0,,2.0,,0.0,52714.0,tienda,,4x4
toyota,corollacross,2025.0,seg,Blanco,Nafta,5.0,automatica,2.0,,0.0,43119.0,concesionaria,,
chevrolet,tracker,2018.0,ltz,Blanco,Nafta,5.0,manual,1.8,,109200.0,20500.0,concesionaria,,
jeep,compass,2024.0,sport,Negro,Nafta,5.0,automatica,1.3,,0.0,33440.0,concesionaria,,
chevrolet,tracker,2025.0,turbo ltz,Verde,Nafta,5.0,automatica,1.2,1,0.0,24000.0,tienda,,
chery,tiggo2,2018.0,confort,Gris,Nafta,5.0,manual,1.5,1,74000.0,15040.0,concesionaria,,
renault,duster,2025.0,hr16 intens,Gris,Nafta,5.0,manual,1.6,,0.0,20001.0,concesionaria,115.0,
hyundai,santafe,2016.0,seguridad,Gris,Nafta,5.0,automatica,2.4,,90000.0,28000.0,concesionaria,,4x2
hyundai,tucson,2017.0,16v,Plateado,Nafta,5.0,manual,2.0,1,105000.0,23500.0,concesionaria,,
chery,tiggo,2013.0,f2 confort,Blanco,Nafta,5.0,manual,2.0,,144000.0,11500.0,particular,138.0,4x2
jeep,compass,2018.0,limited,Rojo,Nafta,5.0,,2.4,1,78000.0,27200.0,particular,,
volkswagen,tcross,2025.0,trendline ar,Gris,Nafta,5.0,automatica,1.0,1,0.0,24800.0,tienda,,
nissan,kicks,2025.0,exclusive,Blanco,Nafta,5.0,automatica,1.6,,0.0,29760.0,tienda,,
peugeot,2008,2020.0,feline am20,Blanco,Nafta,5.0,manual,1.6,1,49500.0,19000.0,particular,,
ford,ecosport,2016.0,s,Blanco,Nafta,5.0,manual,1.6,,135500.0,14400.0,particular,110.0,4x2
kia,soul,2009.0,classic 5mt,Blanco,Nafta,5.0,manual,1.6,,132000.0,8000.0,particular,,
audi,q8,2020.0,tfsi,Gris,Nafta,5.0,,3.0,,56000.0,119000.0,concesionaria,,4x4
baic,x35,2025.0,luxury,Gris,Nafta,5.0,automatica,1.5,1,0.0,28200.0,concesionaria,,
nissan,kicks,2018.0,advance,Gris,Nafta,5.0,automatica,1.6,,90000.0,17520.0,concesionaria,,
jeep,compass,2025.0,t270 series,Blanco,Nafta,5.0,automatica,1.3,,0.0,35992.0,tienda,,4x2
ford,territory,2022.0,titanium,Gris,Nafta,5.0,,1.5,,32000.0,30400.0,particular,,
chevrolet,tracker,2023.0,turbo,Rojo,Nafta,5.0,automatica,1.2,,33000.0,22000.0,concesionaria,,
jeep,renegade,2019.0,longitude,Negro,Nafta,5.0,automatica,2.4,1,63200.0,23300.0,particular,,
renault,duster,2013.0,confort,Negro,Nafta,5.0,manual,1.6,,150000.0,9200.0,concesionaria,110.0,4x2
ford,territory,2022.0,trend gtdi,Blanco,Nafta,5.0,automatica,1.5,,51500.0,29760.0,tienda,,4x2
ford,ecosport,2017.0,titanium,Blanco,Nafta,5.0,,1.5,1,66750.0,16800.0,particular,123.0,4x2
mitsubishi,outlander,2013.0,sport gls,Negro,Nafta,5.0,automatica,2.0,,172000.0,16000.0,concesionaria,150.0,4x4
renault,captur,2020.0,intens,Plateado,Nafta,5.0,automatica,1.6,,65871.0,20597.0,tienda,,
volkswagen,taos,2025.0,250 tsi comfortline,Plateado,Nafta,5.0,,1.4,1,1500.0,29400.0,particular,,
ford,ecosport,2018.0,titanium,Plateado,Nafta,5.0,,1.5,,99870.0,18504.0,tienda,123.0,4x2
renault,duster,2013.0,luxe nav,Plateado,Nafta,5.0,manual,2.0,,198000.0,12000.0,particular,138.0,4x2
volkswagen,nivus,2025.0,tsi comfortline,Gris,Nafta,5.0,automatica,1.0,,500.0,27120.0,particular,,
toyota,corollacross,2025.0,xei,Blanco,Nafta,5.0,automatica,2.0,,2000.0,34400.0,particular,,
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,,0.0,36160.0,tienda,,4x2
peugeot,3008,2024.0,gtline thp,Gris,Nafta,5.0,automatica,1.6,,10000.0,47500.0,concesionaria,,
nissan,kicks,2020.0,advance,Gris,Nafta,5.0,automatica,1.6,,81000.0,19840.0,tienda,,
kia,soul,2015.0,ex bc,Beige,Nafta,5.0,automatica,1.6,,115000.0,14900.0,concesionaria,132.0,
peugeot,2008,2025.0,200 allure,GRIS SELENIUM,Nafta,5.0,automatica,1.0,1,0.0,30896.0,tienda,,
jeep,compass,2024.0,t270 limited,Blanco,Nafta,5.0,automatica,1.3,1,5000.0,39800.0,particular,,4x2
toyota,hiluxsw4,2010.0,i srv ccuero 2009,Gris,Diésel,5.0,automatica,3.0,,241000.0,21900.0,concesionaria,,4x4
ford,ecosport,2007.0,tdci xls,Dorado,Diésel,5.0,manual,1.4,,100000.0,9000.0,concesionaria,,
nissan,kicks,2021.0,advance l21,Gris,Nafta,5.0,manual,1.6,1,41800.0,21520.0,concesionaria,,
chevrolet,tracker,2018.0,ltz,Blanco,Nafta,5.0,,1.8,,72000.0,19360.0,concesionaria,140.0,
volkswagen,nivus,2025.0,tsi 200 highline,Celeste,Nafta,5.0,,1.0,,0.0,26400.0,tienda,,
hyundai,tucson,2010.0,gl 5mt,Negro,Nafta,5.0,manual,2.0,,185000.0,9520.0,concesionaria,,4x2
bmw,x1,2012.0,28i executive,Plateado,Nafta,5.0,,3.0,,130000.0,17600.0,particular,265.0,4x4
nissan,kicks,2018.0,exclusive,Gris,Nafta,5.0,automatica,1.6,1,65000.0,19200.0,particular,,
ford,ecosport,2013.0,se,Negro,Nafta,5.0,manual,2.0,,106000.0,12000.0,concesionaria,143.0,4x2
kia,sportage,2009.0,ex esp,Plateado,Nafta,5.0,manual,2.0,0,253000.0,10000.0,particular,,4x2
citroen,c3aircross,2025.0,vti feel pack,Gris,Nafta,5.0,manual,1.6,1,0.0,20800.0,tienda,,
bmw,x1,2020.0,sdrive 18i active,Negro,Nafta,5.0,manual,2.0,,50000.0,38500.0,particular,,
bmw,x6,2022.0,xdrive40i,Blanco,Nafta,5.0,,3.0,,23000.0,164900.0,concesionaria,,
nissan,kicks,2022.0,exclusive,Azul,Nafta,5.0,automatica,1.6,,54066.0,26800.0,tienda,,
audi,q5,2017.0,tfsi,Blanco,Nafta,5.0,automatica,2.0,,89000.0,42900.0,concesionaria,225.0,4x4
renault,duster,2017.0,ph2 privilege,Blanco,Nafta,5.0,manual,2.0,,112000.0,16900.0,concesionaria,143.0,4x2
kia,seltos,2024.0,lx,Gris,Nafta,,automatica,1.5,1,0.0,36995.0,concesionaria,,
chevrolet,tracker,2018.0,ltz premier,Rojo,Nafta,5.0,manual,1.8,1,136000.0,15200.0,particular,,
nissan,kicks,2025.0,advance,Gris,Nafta,5.0,automatica,1.6,,0.0,24400.0,tienda,,
renault,duster,2013.0,confort plus,Negro,Nafta,5.0,manual,1.6,,108000.0,11000.0,particular,110.0,4x2
renault,duster,2015.0,ph2 privilege,Blanco,Nafta,5.0,manual,1.6,,168000.0,11600.0,particular,110.0,4x2
citroen,c4cactus,2020.0,thp 165 shine,Azul,Nafta,,automatica,1.6,,87800.0,17200.0,tienda,,
renault,duster,2014.0,confort plus abs,Blanco,Nafta,5.0,manual,1.6,,117000.0,10800.0,concesionaria,110.0,4x2
kia,soul,2012.0,rock,Negro,Nafta,5.0,automatica,1.6,,98200.0,10400.0,concesionaria,132.0,
ford,ecosport,2015.0,titanium,Dorado,Nafta,5.0,manual,1.6,0,132000.0,13440.0,concesionaria,110.0,4x2
citroen,c4cactus,2018.0,puretech 110 ss shine,Negro,Nafta,5.0,automatica,1.2,,92000.0,17200.0,concesionaria,,
chevrolet,tracker,2025.0,turbo,Blanco,Nafta,5.0,automatica,1.2,,0.0,22122.0,tienda,,
chevrolet,tracker,2019.0,ltz,Blanco,Nafta,5.0,,1.8,,75000.0,17600.0,particular,,
toyota,hiluxsw4,2006.0,srv,Gris,Diésel,5.0,automatica,3.0,1,320000.0,17600.0,particular,,
renault,duster,2020.0,ph2 privilege,Gris,Nafta,5.0,manual,1.6,,80000.0,16800.0,particular,,4x2
volkswagen,nivus,2021.0,tsi comfortline,Gris,Nafta,5.0,automatica,1.0,,68000.0,20800.0,concesionaria,,
ford,ecosport,2020.0,titanium,Gris,Nafta,5.0,,1.5,,79000.0,19200.0,particular,123.0,4x2
nissan,kicks,2021.0,exclusive,Plateado,Nafta,5.0,automatica,1.6,,52000.0,26000.0,concesionaria,,
citroen,c3aircross,2025.0,vti feel pack,GRIS ARTENSE,Nafta,5.0,manual,1.6,1,0.0,22505.0,concesionaria,,
volkswagen,taos,2025.0,250 tsi highline bi tono,Blanco,Nafta,5.0,,1.4,1,0.0,36640.0,tienda,,
jeep,compass,2021.0,longitude plus,Blanco,Nafta,5.0,,2.4,,65000.0,25200.0,particular,,
toyota,rav4,2003.0,,Dorado,Nafta,5.0,manual,1.8,0,251500.0,11000.0,particular,,4x2
toyota,hiluxsw4,2007.0,srv cuero,Gris,Diésel,5.0,automatica,3.0,,248000.0,22079.0,concesionaria,,
toyota,corollacross,2021.0,seg ecvt,Blanco,Híbrido,5.0,,1.8,1,50000.0,32000.0,particular,,
volkswagen,taos,2024.0,250 tsi highline,Gris,Nafta,5.0,automatica,1.4,1,6800.0,39500.0,particular,,
ford,ecosport,2016.0,freestyle,Plateado,Nafta,5.0,manual,1.6,,80000.0,13200.0,concesionaria,110.0,4x2
jeep,compass,2025.0,t270 limited,Gris,Nafta,5.0,automatica,1.3,,0.0,36720.0,concesionaria,,4x2
mercedesbenz,clasegle,2023.0,gle amg,Azul,Híbrido,5.0,,3.0,,1500.0,215000.0,concesionaria,,4x4
bmw,x5,2021.0,50i m package,Negro,Nafta,5.0,,4.4,,32900.0,110000.0,concesionaria,449.0,4x4
jeep,commander,2025.0,limited,Negro,Diésel,5.0,,2.0,,0.0,46800.0,tienda,,
jeep,compass,2020.0,sport,Gris,Nafta,5.0,manual,2.4,,115298.0,20720.0,concesionaria,,
honda,hrv,2016.0,ex,Gris,Nafta,5.0,automatica,1.8,1,140000.0,16000.0,particular,,4x2
renault,duster,2013.0,luxe nav,Gris,Nafta,5.0,manual,2.0,0,189000.0,13200.0,particular,138.0,4x4
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,,0.0,34800.0,tienda,,4x2
jeep,wrangler,2025.0,rubicon,Gris,Nafta,3.0,automatica,3.6,,0.0,124500.0,concesionaria,284.0,
ford,kuga,2014.0,titanium t,Blanco,Nafta,5.0,automatica,1.6,,76200.0,19000.0,particular,180.0,4x4
nissan,kicks,2020.0,exclusive bitono,Blanco,Nafta,5.0,automatica,1.6,,80000.0,22400.0,concesionaria,,
honda,crv,2013.0,lx,Marrón,Nafta,5.0,automatica,2.4,,164000.0,18000.0,concesionaria,185.0,4x2
chevrolet,tracker,2025.0,turbo ltz,Rojo,Nafta,5.0,automatica,1.2,,0.0,24400.0,tienda,,
fiat,pulse,2025.0,gse drive,Plateado,Nafta,5.0,manual,1.3,,500.0,7500.0,concesionaria,,
chevrolet,tracker,2019.0,premier,Azul,Nafta,5.0,automatica,1.8,1,82000.0,19300.0,concesionaria,,4x4
ford,ecosport,2010.0,xl plus mp3,Rojo,Nafta,5.0,manual,1.6,,230000.0,7120.0,particular,,4x2
nissan,kicks,2017.0,exclusive,Negro,Nafta,5.0,automatica,1.6,,89000.0,17600.0,concesionaria,,
jeep,compass,2021.0,sport,Blanco,Nafta,5.0,automatica,2.4,,101000.0,26800.0,tienda,,
renault,duster,2013.0,confort plus abs,Negro,Nafta,5.0,manual,1.6,,84000.0,9200.0,particular,110.0,4x2
honda,crv,2014.0,ex l,Gris,Nafta,5.0,automatica,2.4,1,175000.0,23000.0,particular,185.0,4x4
toyota,corollacross,2024.0,seg,Gris oscuro,Nafta,,automatica,2.0,0,8000.0,36900.0,concesionaria,,
bmw,x5,2019.0,35i pure excellence,Gris,Nafta,5.0,,3.0,,51000.0,82900.0,concesionaria,306.0,4x4
toyota,landcruiser,2011.0,prado vx,Blanco,Diésel,5.0,automatica,4.0,,222620.0,34500.0,concesionaria,,
dodge,journey,2012.0,sxt techo 3filas,Plateado,Nafta,5.0,automatica,2.4,0,230000.0,8800.0,concesionaria,,
ford,ecosport,2018.0,freestyle,Blanco,Nafta,5.0,manual,1.5,0,99000.0,17840.0,concesionaria,123.0,4x2
kia,sorento,2013.0,ex,Gris,Nafta,5.0,automatica,2.4,,198500.0,15500.0,concesionaria,,4x2
baic,x35,2025.0,luxury,Azul,Nafta,5.0,automatica,1.5,1,0.0,26500.0,tienda,,
audi,q3,2020.0,35tfsi,Blanco,Nafta,5.0,,1.4,,92000.0,39000.0,particular,150.0,
honda,hrv,2018.0,exl,Negro,Nafta,5.0,automatica,1.8,,151800.0,21000.0,concesionaria,,4x2
volkswagen,tcross,2025.0,200 tsi highline bitono ar,Blanco,Nafta,5.0,automatica,1.0,1,0.0,32000.0,tienda,,
toyota,rav4,2011.0,,Negro,Nafta,5.0,automatica,2.4,,254000.0,14800.0,concesionaria,,4x4
ford,ecosport,2019.0,d se,Blanco,Nafta,5.0,manual,1.5,1,64000.0,15120.0,concesionaria,100.0,4x2
citroen,c4cactus,2022.0,thp 165 shine,Negro,Nafta,,automatica,1.6,,26674.0,19120.0,concesionaria,,
peugeot,2008,2017.0,thp sport,Blanco,Nafta,5.0,manual,1.6,,65000.0,14792.0,concesionaria,,
renault,captur,2019.0,life,Gris,Nafta,5.0,manual,1.6,,86000.0,17200.0,concesionaria,,
volkswagen,taos,2021.0,250 tsi highline,Negro,Nafta,5.0,,1.4,1,78000.0,27200.0,concesionaria,,
chevrolet,tracker,2015.0,ltz,Blanco,Nafta,5.0,automatica,1.8,,114000.0,15000.0,particular,140.0,4x4
,,2024.0,,Azul,Nafta,5.0,,1.5,,0.0,32900.0,concesionaria,,4x2
jeep,compass,2025.0,t270 series,Gris,Nafta,5.0,automatica,1.3,,0.0,37520.0,tienda,,4x2
chevrolet,tracker,2014.0,ltz,Plateado,Nafta,5.0,manual,1.8,,96000.0,13500.0,concesionaria,140.0,4x2
jeep,cherokee,2009.0,limited,Negro,Nafta,5.0,automatica,3.7,,205000.0,16000.0,particular,,
jeep,wrangler,2025.0,rubicon,Plateado,Nafta,,automatica,2.0,,0.0,125000.0,tienda,272.0,
chevrolet,tracker,2018.0,ltz,,Nafta,5.0,,1.8,,60000.0,18000.0,concesionaria,,
nissan,kicks,2018.0,advance,Blanco,Nafta,5.0,automatica,1.6,,96000.0,19700.0,tienda,,
nissan,kicks,2025.0,exclusive,Rojo,Nafta,5.0,automatica,1.6,,0.0,19640.0,tienda,,
kia,sportage,2008.0,ex esp,Plateado,Nafta,5.0,manual,2.0,,165000.0,9280.0,concesionaria,,4x2
hyundai,tucson,2025.0,safety,Gris,Nafta,5.0,automatica,2.0,,0.0,48000.0,concesionaria,,4x2
honda,crv,2005.0,lx,Negro,Nafta,5.0,manual,2.0,,200000.0,10000.0,particular,,4x4
jeep,compass,2013.0,limited,Negro,Nafta,5.0,automatica,2.4,,129597.0,11800.0,concesionaria,170.0,
citroen,c4cactus,2024.0,vti 115 feel,Blanco,Nafta,5.0,automatica,1.6,,7000.0,23600.0,concesionaria,,
chevrolet,tracker,2016.0,ltz,Gris,Nafta,5.0,manual,1.8,,97000.0,15000.0,concesionaria,140.0,4x2
jeep,renegade,2018.0,sport,Negro,Nafta,5.0,manual,1.8,,50000.0,18500.0,particular,,
dodge,journey,2013.0,se,Gris,Nafta,5.0,automatica,2.4,,99091.0,14800.0,concesionaria,170.0,
nissan,kicks,2018.0,exclusive,Gris,Nafta,5.0,automatica,1.6,,86000.0,19800.0,concesionaria,,
volkswagen,taos,2024.0,highline 250 tsi bi tono,Blanco,Nafta,5.0,,1.4,,0.0,36720.0,concesionaria,,
ford,ecosport,2016.0,titanium,Blanco,Nafta,5.0,manual,1.6,,150000.0,13840.0,concesionaria,110.0,4x2
mercedesbenz,ml,2008.0,amg,Negro,Nafta,,,3.0,,120000.0,50000.0,particular,,4x4
jeep,compass,2025.0,t270 sport,Blanco,Nafta,5.0,automatica,1.3,1,0.0,31384.0,tienda,,4x2
honda,hrv,2016.0,ex,Gris,Nafta,5.0,automatica,1.8,,101000.0,18800.0,concesionaria,,4x2
peugeot,2008,2020.0,feline am20,Blanco,Nafta,5.0,manual,1.6,,73000.0,17800.0,particular,,
toyota,corollacross,2025.0,seg,Blanco,Híbrido,5.0,,1.8,,0.0,42985.0,concesionaria,140.0,
jeep,grandcherokee,2018.0,srt,Negro,Nafta,5.0,automatica,6.4,,71500.0,79500.0,concesionaria,465.0,
toyota,rav4,2013.0,vx,Negro,Nafta,5.0,manual,2.0,0,218000.0,15920.0,tienda,,4x2
ford,kuga,2018.0,titanium,Gris,Nafta,5.0,automatica,2.0,1,141000.0,24000.0,concesionaria,,4x4
bmw,x1,2013.0,20i executive,Azul,Nafta,5.0,manual,2.0,0,113000.0,20500.0,particular,184.0,4x4
renault,duster,2016.0,ph2 expression,Blanco,Nafta,5.0,manual,1.6,,107000.0,11920.0,concesionaria,110.0,4x2
volkswagen,tcross,2024.0,200 tsi comfortline,,Nafta,5.0,automatica,1.0,,1000.0,23960.0,particular,,
toyota,corollacross,2025.0,xli,Gris,Nafta,5.0,automatica,2.0,,0.0,34400.0,concesionaria,,
toyota,sw4,2024.0,srx,Negro,Diésel,5.0,automatica,2.8,,0.0,57192.0,concesionaria,204.0,4x4
volkswagen,tiguan,2014.0,sport style tsi,Negro,Nafta,5.0,automatica,2.0,,110000.0,18500.0,concesionaria,200.0,
jeep,compass,2024.0,t270 limited,Negro,Nafta,5.0,,1.3,,0.0,35920.0,concesionaria,,
honda,hrv,2021.0,lx l19,Plateado,Nafta,5.0,automatica,1.8,,30900.0,25600.0,particular,,
jeep,compass,2020.0,sport,Gris,Nafta,5.0,automatica,2.4,,79999.0,22960.0,particular,,
jeep,compass,2022.0,sport,Gris,Nafta,5.0,automatica,2.4,,43000.0,31900.0,concesionaria,,
peugeot,2008,2025.0,gt,Negro,Nafta,5.0,,1.0,,0.0,34800.0,concesionaria,,
bmw,x6,2017.0,35i pure extravagance,Plateado,Nafta,5.0,,3.0,,114000.0,54000.0,concesionaria,,4x4
chery,tiggo5,2018.0,comfort,Gris,Nafta,5.0,manual,2.0,,149000.0,14240.0,particular,,
jeep,renegade,2025.0,sport,Gris,Nafta,5.0,automatica,1.8,,0.0,26360.0,concesionaria,,
ford,ecosport,2011.0,my10 xl plus mp3,,Nafta,5.0,manual,1.6,,115000.0,7992.0,concesionaria,,4x2
hyundai,tucson,2017.0,premium,Negro,Nafta,5.0,,2.0,,110000.0,23800.0,particular,,
chevrolet,tracker,2016.0,ltz,Rojo,Nafta,5.0,manual,1.8,0,148000.0,13600.0,particular,140.0,4x2
toyota,hiluxsw4,2001.0,wide body,Dorado,Diésel,5.0,manual,3.0,,371000.0,15800.0,concesionaria,,
ford,ecosport,2018.0,freestyle,Rojo,Nafta,5.0,manual,1.5,1,75000.0,15200.0,particular,123.0,4x2
ford,ecosport,2015.0,freestyle 143,Dorado,Nafta,5.0,manual,2.0,,147000.0,13500.0,concesionaria,,4x4
honda,hrv,2016.0,ex l,Plateado,Híbrido,,automatica,1.8,0,117376.0,16920.0,tienda,,
baic,x55,2025.0,x luxury,Blanco,Nafta,5.0,automatica,,0,500.0,41000.0,concesionaria,,
toyota,corollacross,2021.0,xei,Blanco,Nafta,5.0,automatica,2.0,,48000.0,29000.0,particular,,
chevrolet,tracker,2025.0,premier turbo,Blanco,Nafta,5.0,automatica,1.2,,0.0,28640.0,tienda,,
jeep,compass,2025.0,270 limited plus,Negro,Nafta,5.0,automatica,1.3,1,11600.0,38000.0,concesionaria,,
volkswagen,nivus,2021.0,tsi highline,Gris,Nafta,5.0,automatica,1.0,,98000.0,23120.0,concesionaria,,
jeep,renegade,2021.0,longitude,Blanco,Nafta,5.0,automatica,1.8,,75000.0,24000.0,particular,,
renault,captur,2018.0,intens,Rojo,Nafta,5.0,automatica,1.6,1,44000.0,19900.0,concesionaria,,
ford,ecosport,2020.0,titanium,Blanco,Nafta,5.0,automatica,2.0,,84741.0,21600.0,concesionaria,,
fiat,pulse,2025.0,gse abarth turbo 270,Blanco,Nafta,5.0,automatica,1.3,,0.0,27600.0,concesionaria,,
peugeot,2008,2025.0,active,Azul,Nafta,5.0,,1.0,,0.0,27920.0,concesionaria,,
peugeot,2008,2016.0,allure,Blanco,Nafta,5.0,manual,1.6,,78000.0,13520.0,concesionaria,,
jeep,renegade,2023.0,series,Gris,Nafta,5.0,automatica,1.3,,69000.0,25520.0,tienda,,
volkswagen,taos,2024.0,250 tsi comfortline,Gris,Nafta,5.0,automatica,1.4,1,28600.0,31920.0,tienda,,
audi,q5,2019.0,tfsi,Gris,Nafta,5.0,automatica,2.0,1,50600.0,53000.0,particular,252.0,
jeep,renegade,2018.0,sport,Gris,Nafta,5.0,automatica,1.8,0,67000.0,18700.0,tienda,,
hyundai,tucson,2012.0,gl 5mt,Gris,Nafta,5.0,manual,2.0,0,185000.0,15000.0,particular,,4x2
chevrolet,tracker,2024.0,turbo premier,Azul,Nafta,5.0,automatica,1.2,,1000.0,29200.0,tienda,,
