Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Con cámara de retroceso,Kilómetros,Precio,Tipo de vendedor,HP,Tracción
ford,ecosport,2011.0,my10 xls plus,Gris,Nafta,5.0,manual,1.6,,135000.0,10000.0,concesionaria,,4x2
ford,ecosport,2014.0,se,Beige,Nafta,5.0,manual,1.6,,169500.0,12400.0,concesionaria,110.0,4x2
volkswagen,taos,2022.0,250 tsi highline,Blanco,Nafta,5.0,,1.4,,47000.0,32000.0,concesionaria,,
porsche,macan,2025.0,,Negro,Eléctrico,5.0,,,1,0.0,268000.0,tienda,,
chevrolet,tracker,2017.0,ltz,Gris,Nafta,5.0,,1.8,,120000.0,14400.0,particular,140.0,
chery,tiggo,2013.0,confort,Rojo,Nafta,5.0,manual,2.0,,129000.0,9592.0,concesionaria,127.0,4x2
renault,captur,2021.0,intens,Gris,Nafta,5.0,automatica,1.6,,40000.0,21500.0,concesionaria,,
volkswagen,taos,2024.0,250 tsi highline,Blanco,Nafta,5.0,,1.4,,0.0,35200.0,tienda,,
toyota,corollacross,2025.0,xei,Gris,Nafta,5.0,automatica,2.0,,0.0,38960.0,concesionaria,,
renault,duster,2015.0,ph2 expression,Blanco,Nafta,5.0,manual,1.6,,131000.0,10800.0,concesionaria,110.0,4x2
nissan,xtrail,2009.0,visia,Dorado,Nafta,5.0,manual,2.5,1,347000.0,9000.0,particular,,
citroen,c4cactus,2019.0,vti 115 shine bi tono,Blanco,Nafta,5.0,automatica,1.6,1,51400.0,19500.0,particular,,
peugeot,2008,2019.0,active,Gris,Nafta,5.0,manual,1.6,,80000.0,13900.0,concesionaria,,
toyota,corollacross,2022.0,seg,Negro,Nafta,5.0,automatica,2.0,,40000.0,34200.0,particular,,
landrover,evoque,2018.0,hse plus,Gris,Nafta,5.0,,2.0,,111000.0,37000.0,concesionaria,240.0,
bmw,x5,2010.0,35i executive,Gris,Nafta,5.0,,3.0,0,137000.0,24700.0,particular,306.0,4x4
ford,ecosport,2023.0,titanium,Blanco,Nafta,5.0,,1.5,,50309.0,22000.0,concesionaria,123.0,4x2
toyota,landcruiser,2013.0,prado vx,Gris,Nafta,5.0,automatica,4.0,,190000.0,36900.0,particular,,
peugeot,2008,2017.0,allure tip,Blanco,Nafta,5.0,,1.6,,111500.0,14000.0,particular,,
fiat,pulse,2024.0,impetus t3,Gris,Nafta,5.0,automatica,1.0,,0.0,22640.0,tienda,,
chery,tiggo,2015.0,f2 confort,Azul,Nafta,5.0,manual,1.6,,200000.0,12080.0,concesionaria,125.0,4x2
ford,ecosport,2011.0,my10 xl plus mp3,Azul,Nafta,5.0,manual,1.6,,97000.0,11679.0,concesionaria,,4x2
nissan,kicks,2023.0,exclusive,Gris,Nafta,5.0,automatica,1.6,,37000.0,29000.0,concesionaria,,
chevrolet,trailblazer,2022.0,ctdi premier,Gris,Diésel,5.0,automatica,2.8,,113000.0,35920.0,particular,200.0,4x4
volkswagen,tiguan,2012.0,premium tsi,Blanco,Nafta,5.0,automatica,2.0,,128000.0,17200.0,particular,200.0,
bmw,x1,2024.0,25e,Gris,Eléctrico,5.0,,2.0,,0.0,89900.0,tienda,,
audi,q2,2025.0,tfsi sport,Azul,Nafta,5.0,automatica,2.0,,0.0,57000.0,concesionaria,,4x4
ford,ecosport,2018.0,se,Plateado,Nafta,5.0,manual,1.5,,91000.0,16800.0,particular,123.0,4x2
nissan,kicks,2017.0,exclusive,Gris,Nafta,5.0,automatica,1.6,1,45700.0,19680.0,particular,,
renault,duster,2018.0,ph2 privilege,Verde,Nafta,5.0,manual,2.0,1,105000.0,16800.0,particular,143.0,4x4
chevrolet,tracker,2023.0,turbo premier,Blanco,Nafta,5.0,automatica,1.2,,1000.0,29200.0,concesionaria,,
daihatsu,terios,1998.0,sx,Verde,Nafta,5.0,manual,1.3,,189000.0,5600.0,particular,,4x4
volkswagen,taos,2024.0,250 tsi highline bi tono,,Nafta,5.0,,1.4,,1000.0,40000.0,concesionaria,,
jeep,compass,2025.0,t270 series,Gris,Nafta,5.0,automatica,1.3,,0.0,35992.0,tienda,,4x2
toyota,rav4,2020.0,vx,Blanco,Nafta,5.0,,2.5,1,57000.0,40800.0,particular,,
citroen,c4cactus,2025.0,thp 165 shine,Blanco,Nafta,5.0,automatica,1.6,,0.0,25200.0,tienda,,
fiat,pulse,2025.0,audace,Blanco,Nafta,5.0,automatica,1.0,1,0.0,25600.0,tienda,,
citroen,c4cactus,2019.0,vti 115 feel pk,Negro,Nafta,5.0,manual,1.6,,100000.0,14400.0,concesionaria,,
renault,duster,2018.0,ph2 privilege,Plateado,Nafta,5.0,manual,2.0,,180000.0,11880.0,particular,,4x2
kia,sorento,2013.0,ex premium,Marrón,Nafta,5.0,automatica,2.4,1,230000.0,19000.0,particular,,4x4
renault,duster,2019.0,ph2 privilege,Blanco,Nafta,5.0,manual,2.0,,110000.0,16800.0,particular,143.0,4x2
chevrolet,tracker,2023.0,turbo argentina,Blanco,Nafta,5.0,automatica,1.2,,0.0,23600.0,concesionaria,,
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,,0.0,36400.0,tienda,,4x2
peugeot,2008,2022.0,thp sport tip,Blanco,Nafta,5.0,,1.6,,14500.0,23600.0,concesionaria,,
jeep,compass,2024.0,t270 sport,Blanco,Nafta,5.0,automatica,1.3,,9500.0,30800.0,particular,,4x2
ford,ecosport,2018.0,se,Azul,Nafta,5.0,manual,1.5,0,86500.0,14320.0,tienda,123.0,4x2
hyundai,tucson,2012.0,gls premium,Blanco,Nafta,5.0,automatica,2.0,,140000.0,18500.0,concesionaria,,4x4
toyota,hiluxsw4,2019.0,srx,Plateado,Diésel,5.0,automatica,2.8,,119000.0,41000.0,particular,177.0,4x4
ford,ecosport,2017.0,se,Rojo,Nafta,5.0,manual,1.6,,63000.0,16000.0,concesionaria,110.0,4x2
bmw,x1,2019.0,25i xline,Negro,Nafta,5.0,,2.0,,102000.0,39900.0,particular,231.0,4x4
chevrolet,tracker,2015.0,ltz,Gris,Nafta,5.0,manual,1.8,,73000.0,14500.0,particular,140.0,4x2
porsche,cayenne,2013.0,v6,Gris,Nafta,5.0,,3.6,,92000.0,43900.0,concesionaria,,
chevrolet,tracker,2017.0,ltz,Negro,Nafta,5.0,automatica,1.8,1,128000.0,18000.0,particular,140.0,4x4
kia,sportage,2025.0,tgdi ex,Gris,Nafta,5.0,,1.6,1,0.0,48000.0,concesionaria,,4x2
ford,broncosport,2021.0,big bend at8,Blanco,Nafta,5.0,,1.5,,50000.0,34000.0,concesionaria,,4x4
renault,duster,2018.0,ph2 privilege,Plateado,Nafta,5.0,manual,1.6,,49900.0,16400.0,tienda,,4x2
mercedesbenz,clasegla,2016.0,gla250 amgline,Gris,Nafta,5.0,,1.6,,157000.0,32000.0,particular,211.0,
renault,duster,2013.0,confort plus,Blanco,Nafta,5.0,manual,1.6,,70000.0,12240.0,concesionaria,110.0,4x2
hyundai,tucson,2008.0,n,Dorado,Nafta,5.0,manual,2.0,,268000.0,8000.0,tienda,,4x2
porsche,cayenne,2013.0,s 958,Gris,Híbrido,5.0,automatica,3.0,,91000.0,68000.0,concesionaria,380.0,
jeep,grandcherokee,2019.0,overland,Blanco,Nafta,5.0,automatica,3.6,,102000.0,56000.0,particular,286.0,
volkswagen,tcross,2020.0,trendline l19,Blanco,Nafta,5.0,manual,1.6,,67949.0,19600.0,tienda,,
ford,ecosport,2023.0,titanium,Blanco,Nafta,5.0,,1.5,,50309.0,22000.0,tienda,123.0,4x2
chery,tiggo5,2018.0,luxury,Marrón,Nafta,5.0,automatica,2.0,,141000.0,15600.0,concesionaria,,
ford,ecosport,2019.0,gdi storm,Blanco,Nafta,5.0,,2.0,,63763.0,22000.0,concesionaria,170.0,4x4
volkswagen,taos,2025.0,250 tsi comfortline,Negro,Nafta,5.0,,1.4,,0.0,29800.0,concesionaria,,
dodge,journey,2016.0,sxt techo dvd nav,Blanco,Nafta,5.0,,2.4,1,85200.0,22000.0,particular,170.0,
ford,ecosport,2015.0,se,Negro,Nafta,5.0,manual,2.0,,120000.0,13900.0,concesionaria,143.0,4x2
honda,hrv,2017.0,ex,Blanco,Nafta,5.0,automatica,1.8,,85000.0,19500.0,concesionaria,,4x2
toyota,sw4,2016.0,srx,Gris,Diésel,5.0,automatica,2.8,1,140000.0,37000.0,concesionaria,177.0,4x4
volkswagen,nivus,2025.0,tsi 200 comfortline,Blanco,Nafta,5.0,,1.0,,0.0,22400.0,tienda,,
chevrolet,tracker,2025.0,turbo ltz,Azul,Nafta,5.0,automatica,1.2,1,0.0,23999.0,tienda,,
toyota,corollacross,2024.0,xli,Plateado,Nafta,5.0,automatica,2.0,1,9800.0,33520.0,concesionaria,,
toyota,sw4,2012.0,srv cuero i,Gris,Diésel,5.0,manual,3.0,,158000.0,34000.0,particular,171.0,4x4
mercedesbenz,clasegla,2016.0,gla250 amgline,Blanco,Nafta,5.0,,1.6,,80000.0,35000.0,particular,211.0,
toyota,hiluxsw4,2018.0,srx,Marrón,Diésel,5.0,automatica,2.8,,118000.0,38490.0,concesionaria,177.0,4x4
volkswagen,touareg,2016.0,v6 i premium,Blanco,Diésel,5.0,,3.0,1,150000.0,42900.0,concesionaria,,
citroen,c4cactus,2017.0,puretech 110 ss shine,Negro,Nafta,5.0,automatica,1.2,,101000.0,14500.0,concesionaria,,
ford,ecosport,2014.0,se,Dorado,Nafta,5.0,manual,1.6,,126000.0,12400.0,particular,110.0,4x2
volkswagen,nivus,2025.0,tsi 200 comfortline,Gris,Nafta,5.0,,1.0,,0.0,24000.0,tienda,,
volkswagen,taos,2024.0,250 tsi comfortline,Blanco,Nafta,5.0,automatica,1.4,,13000.0,31600.0,concesionaria,,
volkswagen,tcross,2025.0,200 tsi comfortline,Rojo,Nafta,5.0,automatica,1.0,,0.0,23040.0,tienda,,
jeep,compass,2020.0,td at9 limited plus,Gris,Diésel,5.0,,2.0,,60000.0,35900.0,concesionaria,,4x4
ford,kuga,2022.0,titanium,Blanco,Nafta,5.0,,2.0,1,20000.0,42000.0,concesionaria,,
chevrolet,tracker,2013.0,ltz,Plateado,Nafta,5.0,manual,1.8,,148000.0,8560.0,concesionaria,140.0,4x2
audi,q3,2025.0,40tfsi advance,Gris,Nafta,5.0,,2.0,,0.0,76000.0,concesionaria,180.0,4x4
fiat,pulse,2025.0,gse abarth turbo 270,Blanco,Nafta,5.0,automatica,1.3,,0.0,13600.0,tienda,,
ford,territory,2022.0,sel,Gris,Nafta,5.0,,1.5,,27000.0,28800.0,concesionaria,,
honda,hrv,2025.0,exl,Blanco,Nafta,5.0,automatica,1.5,,0.0,36800.0,concesionaria,,4x2
ford,ecosport,2019.0,titanium,Blanco,Nafta,5.0,,1.5,,122000.0,19800.0,particular,123.0,4x2
jeep,compass,2025.0,t270 series,Blanco,Nafta,5.0,automatica,1.3,,0.0,35992.0,tienda,,4x2
ford,ecosport,2015.0,titanium,Negro,Nafta,5.0,manual,1.6,,129000.0,12400.0,particular,110.0,4x2
ford,ecosport,2019.0,freestyle l18,Gris,Nafta,5.0,manual,1.5,1,49223.0,17376.0,tienda,,
volkswagen,taos,2023.0,250 tsi hero,Gris,Nafta,5.0,,1.4,1,500.0,36000.0,particular,,
toyota,corollacross,2024.0,seg ecvt,Gris,Híbrido,5.0,,1.8,1,17500.0,39000.0,particular,,
volkswagen,tcross,2025.0,200 tsi highline bitono,Plateado,Nafta,5.0,automatica,1.0,,0.0,31840.0,tienda,,
renault,duster,2017.0,ph2 expression,Marrón,Nafta,5.0,manual,1.6,,74000.0,15200.0,concesionaria,,4x2
audi,q5,2024.0,tfsi,Blanco,Nafta,5.0,automatica,2.0,1,0.0,88000.0,tienda,252.0,
bmw,x1,2010.0,sdrive 20d active,Gris,Diésel,5.0,manual,2.0,0,220000.0,11200.0,particular,177.0,
renault,dusteroroch,2018.0,outsider,Negro,Nafta,,manual,1.6,,70000.0,17600.0,concesionaria,,
jeep,compass,2020.0,sport,Negro,Nafta,5.0,manual,2.4,,80000.0,24400.0,concesionaria,,
peugeot,2008,2020.0,allure am20,Blanco,Nafta,5.0,manual,1.6,,60000.0,16900.0,concesionaria,,
dodge,journey,2011.0,se,Negro,Nafta,5.0,automatica,2.4,,50000.0,15500.0,particular,170.0,
peugeot,2008,2017.0,feline,Blanco,Nafta,5.0,manual,1.6,1,111000.0,14950.0,concesionaria,,
chevrolet,tracker,2021.0,ltz turbo,Marrón,Nafta,5.0,automatica,1.2,,68000.0,19200.0,concesionaria,,
nissan,kicks,2021.0,exclusive bitono,Azul,Nafta,5.0,automatica,1.6,1,34000.0,26500.0,concesionaria,,
jeep,compass,2024.0,t270 limited,Negro,Nafta,5.0,,1.3,,0.0,36400.0,tienda,,
chevrolet,tracker,2014.0,ltz,Blanco,Nafta,5.0,manual,1.8,,139000.0,12900.0,particular,140.0,4x2
chevrolet,blazer,2007.0,dlx i,Verde,Diésel,5.0,manual,2.8,,252000.0,12000.0,particular,,4x2
ford,ecosport,2016.0,s,Gris,Nafta,5.0,manual,1.6,,130000.0,6400.0,concesionaria,110.0,4x2
bmw,x1,2010.0,28i executive,Plateado,Nafta,5.0,,3.0,,176000.0,16999.0,concesionaria,265.0,4x4
chevrolet,trailblazer,2023.0,ctdi premier,Plateado,Diésel,5.0,automatica,2.8,,88000.0,37600.0,concesionaria,200.0,4x4
jeep,compass,2019.0,longitude,Gris,Nafta,5.0,,2.4,,120000.0,23920.0,concesionaria,,
volkswagen,tcross,2021.0,trendlinde,Blanco,Nafta,5.0,manual,1.6,,120000.0,19120.0,concesionaria,,
chevrolet,tracker,2014.0,ltz,Blanco,Nafta,5.0,automatica,1.8,,150000.0,11000.0,concesionaria,140.0,4x4
toyota,hiluxsw4,2018.0,srx,Blanco,Diésel,5.0,automatica,2.8,,80000.0,43000.0,concesionaria,177.0,4x4
mercedesbenz,clasegla,2017.0,gla200 urban,Gris,Nafta,5.0,,1.6,,110000.0,30500.0,concesionaria,156.0,
volkswagen,tiguan,2010.0,tsi sport style,Celeste,Nafta,5.0,manual,2.0,,132000.0,13500.0,concesionaria,,
toyota,corollacross,2021.0,xei,Blanco,Nafta,5.0,automatica,2.0,,60000.0,31990.0,concesionaria,,
ford,ecosport,2019.0,se,Blanco,Nafta,,manual,1.5,,100000.0,8800.0,concesionaria,,
peugeot,2008,2024.0,blindado rb3,Azul,Nafta,5.0,automatica,1.6,1,3000.0,39500.0,particular,,
mercedesbenz,claseglk,2010.0,glk300 v6 city,Plateado,Nafta,5.0,,2.5,,155035.0,19700.0,particular,,4x4
renault,dusteroroch,2019.0,dynamique,Gris,Nafta,,manual,2.0,,130000.0,14560.0,concesionaria,,
bmw,x1,2018.0,sdrive 18i,Negro,Nafta,5.0,,2.0,1,30000.0,37000.0,particular,150.0,
ford,ecosport,2018.0,s,Marrón,Nafta,5.0,manual,1.5,0,278000.0,11360.0,particular,123.0,4x2
chevrolet,tracker,2016.0,ltz,Gris,Nafta,5.0,automatica,1.8,1,118000.0,15200.0,concesionaria,140.0,4x4
jeep,renegade,2020.0,longitude,Blanco,Nafta,5.0,automatica,1.8,,103000.0,23000.0,particular,,
renault,duster,2013.0,luxe nav,Negro,Nafta,5.0,manual,2.0,,235000.0,11000.0,particular,138.0,4x4
honda,pilot,2009.0,touring todo terreno,Gris,Nafta,,automatica,3.5,,235000.0,20000.0,concesionaria,,
volkswagen,tcross,2025.0,200 tsi comfortline,Gris,Nafta,5.0,automatica,1.0,,1111.0,31000.0,concesionaria,,
volkswagen,taos,2024.0,250 tsi highline,Azul,Nafta,5.0,automatica,1.4,1,5000.0,32000.0,particular,,
jeep,renegade,2025.0,series,Blanco,Nafta,5.0,automatica,1.3,,0.0,31120.0,tienda,,
bmw,x1,2017.0,sdrive 25i xline,Blanco,Nafta,5.0,,2.0,0,90000.0,34900.0,concesionaria,231.0,
nissan,kicks,2025.0,sense,Plateado,Nafta,5.0,manual,1.6,,0.0,23200.0,concesionaria,,
ford,ecosport,2014.0,titanium,Blanco,Nafta,5.0,manual,2.0,,97000.0,14500.0,concesionaria,143.0,4x2
fiat,pulse,2025.0,gse abarth turbo 270,Blanco,Nafta,5.0,automatica,1.3,,0.0,24800.0,tienda,,
renault,captur,2019.0,zen,Gris,Nafta/GNC,5.0,manual,2.0,,100200.0,19120.0,concesionaria,,
jeep,compass,2020.0,longitude,Gris,Nafta,5.0,manual,2.4,,102000.0,23600.0,concesionaria,,
ford,ecosport,2019.0,titanium,Plateado,Nafta,5.0,manual,1.5,,74000.0,19000.0,particular,123.0,4x2
citroen,c4cactus,2022.0,vti 115 feel,Gris,Nafta,5.0,manual,1.6,0,55500.0,19950.0,concesionaria,,
nissan,kicks,2019.0,advance,Blanco,Nafta,5.0,automatica,1.6,,89000.0,17600.0,concesionaria,,
volkswagen,tiguan,2020.0,,Azul,Nafta,5.0,,1.4,,45000.0,34800.0,tienda,,
toyota,hiluxsw4,2022.0,tdi diamante ii,Negro,Diésel,5.0,automatica,2.8,,67500.0,56000.0,particular,,4x4
jeep,compass,2021.0,longitude,Gris,Nafta,5.0,manual,2.4,,45000.0,25520.0,tienda,,
volkswagen,tiguan,2016.0,exclusive tsi,Blanco,Nafta,5.0,automatica,2.0,,82000.0,21999.0,particular,200.0,
chery,tiggo3,2017.0,luxury,Negro,Nafta,5.0,manual,1.6,,170643.0,15700.0,concesionaria,,
chevrolet,tracker,2025.0,turbo ltz,Blanco,Nafta,5.0,automatica,1.2,,0.0,25922.0,tienda,,
citroen,c4cactus,2018.0,puretech 110 ss shine,Blanco,Nafta,5.0,automatica,1.2,,75000.0,13600.0,concesionaria,,
volkswagen,taos,2024.0,250 tsi highline,Azul,Nafta,5.0,,1.4,,1111.0,30400.0,particular,,
hyundai,santafe,2016.0,seguridad,,Nafta,5.0,automatica,2.4,,56000.0,29600.0,concesionaria,,4x2
chevrolet,tracker,2025.0,suv turbo velocidades,Plateado,Nafta,5.0,,1.2,,0.0,22507.0,tienda,132.0,
bmw,x3,2018.0,30i,Gris,Nafta,5.0,,2.0,0,94000.0,46500.0,concesionaria,,4x4
volkswagen,tiguan,2013.0,premium tsi,Gris,Nafta,5.0,automatica,2.0,,187000.0,16900.0,particular,200.0,
ford,ecosport,2005.0,xls,Gris,Nafta,5.0,manual,1.6,,111111.0,6240.0,concesionaria,,
honda,hrv,2019.0,ex,Blanco,Nafta,5.0,automatica,1.8,,75000.0,26000.0,concesionaria,,4x2
ford,ecosport,2020.0,freesty,Negro,Nafta,,manual,1.5,,105000.0,18320.0,concesionaria,,
renault,duster,2017.0,ph2 privilege,Negro,Nafta,5.0,manual,2.0,,89000.0,15120.0,particular,,4x2
ford,ecosport,2020.0,se,Azul,Nafta,5.0,manual,1.5,,40000.0,17200.0,concesionaria,123.0,4x2
volkswagen,taos,2023.0,250 tsi highline,Plateado,Nafta,5.0,,1.4,,20000.0,34800.0,concesionaria,,
renault,captur,2018.0,intens,Blanco,Nafta,5.0,manual,2.0,,70000.0,14985.0,concesionaria,,
volkswagen,tcross,2024.0,170 tsi,Rojo,Nafta,5.0,manual,1.0,0,0.0,23200.0,tienda,,
nissan,kicks,2021.0,exclusive,Gris,Nafta,5.0,automatica,1.6,1,22000.0,24640.0,particular,,
honda,crv,2010.0,lx,Gris,Nafta,5.0,automatica,2.4,,215000.0,14000.0,particular,,4x4
nissan,kicks,2025.0,play advance plus,Gris,Nafta,5.0,automatica,1.6,,0.0,28000.0,concesionaria,,
ford,territory,2024.0,ecoboost titanium,Azul,Nafta,5.0,automatica,1.8,,0.0,38280.0,concesionaria,,
jeep,renegade,2024.0,sport mt5,Gris,Nafta,5.0,manual,1.8,,1428.0,30000.0,concesionaria,,4x2
jeep,renegade,2018.0,sport plus,Rojo,Nafta,5.0,automatica,1.8,,122000.0,17200.0,concesionaria,,
renault,captur,2018.0,zen,Blanco,Nafta,5.0,manual,2.0,,107000.0,14400.0,concesionaria,,
chery,tiggo,2013.0,luxury,,Nafta,5.0,manual,2.0,,123000.0,9440.0,particular,127.0,4x4
hyundai,kona,2019.0,tgdi tct safety,Gris,Nafta,5.0,,1.6,,29898.0,28800.0,tienda,,
renault,duster,2014.0,tech road,Negro,Nafta,5.0,manual,1.6,,230000.0,10800.0,concesionaria,110.0,4x2
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,1,10000.0,36240.0,concesionaria,,4x2
honda,crv,2007.0,lx,Plateado,Nafta,5.0,manual,2.4,1,272000.0,12000.0,particular,,4x4
jeep,wrangler,2016.0,sport mtx,Negro,Nafta,3.0,manual,3.6,,70328.0,41500.0,concesionaria,284.0,
toyota,hiluxsw4,2019.0,srx,Blanco,Diésel,5.0,automatica,2.8,,119000.0,38400.0,concesionaria,177.0,4x4
ford,ecosport,2020.0,freestyle,Azul,Nafta,5.0,manual,1.5,,104000.0,18800.0,concesionaria,123.0,4x2
kia,sportage,2019.0,ex premium,Azul,Nafta,5.0,automatica,2.0,,86000.0,28400.0,concesionaria,154.0,4x2
chevrolet,tracker,2024.0,turbo,Negro,Nafta,5.0,automatica,1.2,,0.0,25855.0,concesionaria,,
volkswagen,taos,2025.0,250 tsi highline,Gris,Nafta,5.0,,1.4,,0.0,28000.0,concesionaria,,
audi,q3,2017.0,tfsi,Negro,Nafta,5.0,automatica,1.4,0,108000.0,23500.0,particular,150.0,
chery,tiggo2,2021.0,confort,Naranja,Nafta,5.0,manual,1.5,,49521.0,14820.0,concesionaria,,
jeep,compass,2020.0,sport,Negro,Nafta,5.0,manual,2.4,,116000.0,22000.0,concesionaria,,
dodge,journey,2011.0,rt filasdvdtecho,Negro,Nafta,5.0,automatica,2.7,1,180000.0,12500.0,particular,,
renault,duster,2013.0,confort plus,Verde,Nafta,5.0,manual,1.6,,115000.0,13300.0,concesionaria,110.0,4x2
jeep,compass,2021.0,sport,Plateado,Nafta,5.0,manual,2.4,,16369.0,30000.0,particular,,
peugeot,2008,2024.0,active,Azul,Nafta,5.0,,1.0,,0.0,25861.0,tienda,,
renault,duster,2025.0,tce turbo iconic,Gris,Nafta,5.0,manual,1.3,1,0.0,25600.0,tienda,155.0,4x4
jeep,renegade,2022.0,sport plus,Blanco,Nafta,5.0,manual,1.8,1,60000.0,20400.0,concesionaria,,
ford,kuga,2019.0,titanium,Plateado,Nafta,,,2.0,,127000.0,23900.0,concesionaria,,4x4
renault,duster,2015.0,ph2 privilege,Marrón,Nafta,5.0,manual,1.6,,156000.0,12720.0,concesionaria,110.0,4x2
peugeot,2008,2022.0,active am20,Gris,Nafta,5.0,manual,1.6,1,45000.0,19992.0,particular,,
volkswagen,nivus,2021.0,tsi comfortline,Gris,Nafta,5.0,automatica,1.0,,75000.0,23900.0,concesionaria,,
ford,ecosport,2013.0,s,Blanco,Nafta,5.0,manual,1.6,,194000.0,8640.0,particular,110.0,4x2
fiat,pulse,2024.0,impetus t3,Gris,Nafta,5.0,automatica,1.0,1,0.0,22160.0,tienda,,
ford,ecosport,2013.0,se,Negro,Nafta,5.0,manual,1.6,,137000.0,13520.0,concesionaria,110.0,4x2
jeep,grandcherokee,2020.0,limited techo llantas,Negro,Nafta,5.0,,3.6,,73000.0,55000.0,tienda,286.0,
renault,duster,2016.0,ph2 privilege,Blanco,Nafta,5.0,manual,1.6,,109000.0,15000.0,particular,110.0,4x2
chevrolet,tracker,2021.0,ltz turbo,Gris,Nafta,5.0,automatica,1.2,,78000.0,21920.0,concesionaria,,
toyota,sw4,2023.0,srx,Blanco,Diésel,5.0,automatica,2.8,,84000.0,47200.0,tienda,204.0,4x4
volkswagen,taos,2025.0,250 tsi comfortline,Plateado,Nafta,5.0,,1.4,,0.0,29920.0,tienda,,
volkswagen,tiguanallspace,2025.0,tsi life 4motion,Gris,Nafta,5.0,automatica,2.0,,0.0,46800.0,tienda,,
jeep,compass,2025.0,td at9 trailhawk,Gris,Diésel,5.0,,2.0,,0.0,44400.0,tienda,,4x4
jeep,compass,2025.0,t270 series,Gris,Nafta,5.0,automatica,1.3,,0.0,36240.0,concesionaria,,4x2
chevrolet,tracker,2017.0,ltz premier l17,Blanco,Nafta,5.0,manual,1.8,,120400.0,16720.0,tienda,,4x2
peugeot,2008,2025.0,allure,Blanco,Nafta,5.0,,1.0,,0.0,27920.0,tienda,,
peugeot,2008,2016.0,thp sport,Gris,Nafta,5.0,manual,1.6,,86000.0,14600.0,particular,,
chery,tiggo3,2017.0,confort,Dorado,Nafta,5.0,manual,1.6,,130200.0,11840.0,tienda,,
chevrolet,tracker,2024.0,turbo,Gris,Nafta,5.0,automatica,1.2,,0.0,21039.0,tienda,,
bmw,x6,2010.0,m,Blanco,Nafta,5.0,,4.4,,140000.0,53600.0,particular,555.0,
mini,coopercountryman,2023.0,classic,Rojo,Nafta,5.0,,,0,0.0,46900.0,concesionaria,136.0,
nissan,kicks,2018.0,exclusive,Rojo,Nafta,5.0,automatica,1.6,,91000.0,19400.0,tienda,,
audi,sq5,2019.0,tfsi,Gris,Nafta,5.0,automatica,3.0,,100000.0,69000.0,concesionaria,354.0,
ford,territory,2025.0,ecoboost titanium,Marrón,Nafta,5.0,automatica,1.8,,0.0,37281.0,concesionaria,,
renault,dusteroroch,2020.0,privilege,Blanco,Nafta,5.0,manual,2.0,,121500.0,17200.0,tienda,,
chevrolet,tracker,2025.0,turbo ltz,Blanco,Nafta,5.0,automatica,1.2,,0.0,26800.0,tienda,,
jeep,renegade,2022.0,sport mt5,Blanco,Nafta,5.0,manual,1.8,,35000.0,24000.0,concesionaria,,4x2
nissan,kicks,2019.0,exclusive,Rojo,Nafta,5.0,automatica,1.6,,102000.0,18320.0,concesionaria,,
dodge,journey,2011.0,rt filasdvdtecho,Negro,Nafta,5.0,automatica,2.7,,139000.0,13200.0,concesionaria,,
hyundai,santafe,2010.0,gls premium,Plateado,Nafta,5.0,automatica,2.4,,215000.0,11920.0,particular,,4x4
renault,duster,2012.0,privilege,Negro,Nafta,5.0,manual,2.0,,140000.0,10240.0,concesionaria,138.0,4x2
citroen,c4cactus,2020.0,vti 115 feel pk,Blanco,Nafta,5.0,automatica,1.6,1,76000.0,15920.0,particular,,
renault,duster,2018.0,ph2 dynamique,Rojo,Nafta,5.0,manual,1.6,,115000.0,13440.0,particular,110.0,4x2
renault,dusteroroch,2017.0,dynamique,Gris,Nafta,,manual,2.0,,105000.0,16700.0,particular,,
bmw,x1,2025.0,e xline,MINERALWEISS METALLIC,Nafta,5.0,,,1,0.0,89900.0,concesionaria,,4x4
volkswagen,nivus,2024.0,tsi 200 highline,Blanco,Nafta,5.0,,1.0,1,1111.0,25760.0,particular,,
peugeot,2008,2016.0,thp sport,Negro,Nafta,5.0,manual,1.6,1,101000.0,12400.0,concesionaria,,
renault,captur,2017.0,zen,Gris,Nafta,5.0,manual,2.0,,125000.0,15600.0,concesionaria,,
toyota,corollacross,2025.0,xei,Gris,Nafta,5.0,automatica,2.0,1,0.0,33131.0,tienda,,
citroen,c5aircross,2021.0,thp eat6 feel pack,Azul,Nafta,5.0,,1.6,,37000.0,25600.0,particular,,
chery,tiggo3,2017.0,confort,Rojo,Nafta,5.0,manual,1.6,,61792.0,14400.0,concesionaria,,
fiat,pulse,2025.0,audace,Plateado,Nafta,5.0,automatica,1.0,,0.0,12400.0,tienda,,
hyundai,santafe,2013.0,premium,Gris,Nafta,5.0,automatica,2.4,,99870.0,24500.0,particular,,4x4
jeep,compass,2019.0,longitude,Gris,Nafta,5.0,,2.4,,47400.0,23600.0,concesionaria,,
toyota,rav4,2005.0,vvti,Dorado,Nafta,5.0,,2.0,,89000.0,15000.0,particular,,4x4
citroen,c4cactus,2022.0,vti 115 feel pk,Negro,Nafta,5.0,automatica,1.6,0,25000.0,19840.0,concesionaria,,
