Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Con cámara de retroceso,Kilómetros,Precio,Tipo de vendedor,HP,Tracción
mitsubishi,outlander,2025.0,gls full,Negro,Nafta,5.0,automatica,2.5,1,0.0,48000.0,tienda,184.0,4x4
nissan,kicks,2025.0,exclusive,Blanco,Nafta,5.0,automatica,1.6,1,0.0,28240.0,concesionaria,120.0,4x4
peugeot,2008,2025.0,gt,Negro,Nafta,5.0,automatica,1.0,1,0.0,25520.0,tienda,120.0,4x2
jeep,renegade,2022.0,sport,Gris plata,Nafta,5.0,manual,1.8,1,28000.0,21200.0,tienda,170.0,4x2
kia,sportage,2024.0,ex,Gris plata,Nafta,5.0,automatica,1.6,0,0.0,48000.0,concesionaria,132.0,4x2
toyota,corollacross,2025.0,xei,Plateado,Nafta,5.0,automatica,2.0,1,0.0,37520.0,concesionaria,170.0,4x2
volkswagen,taos,2025.0,250 tsi comfortline,Gris plata,Nafta,5.0,automatica,1.4,1,0.0,39920.0,concesionaria,150.0,4x2
bmw,x2,2019.0,sdrive20i msportx,Azul,Nafta,5.0,automatica,2.0,1,79000.0,46500.0,particular,205.0,4x4
ford,ecosport,2007.0,my10 xls,Negro,Nafta,5.0,manual,1.6,0,195456.0,6000.0,particular,110.0,4x2
hyundai,tucson,2017.0,premium,Gris plata,Nafta,5.0,automatica,2.0,1,95000.0,27800.0,concesionaria,154.0,4x2
audi,q3,2013.0,tfsi,Azul,Nafta,5.0,automatica,2.0,0,147000.0,18500.0,particular,170.0,4x4
ford,kuga,2017.0,titanium,Gris plata,Nafta,5.0,automatica,2.0,1,98000.0,28500.0,particular,143.0,4x4
renault,duster,2013.0,luxe nav,Azul,Nafta,5.0,manual,2.0,0,104777.0,14700.0,particular,138.0,4x4
renault,duster,2013.0,,Negro,Nafta,5.0,manual,2.0,0,130000.0,11999.0,concesionaria,138.0,4x2
chevrolet,tracker,2025.0,ltz,Gris plata,Nafta,5.0,automatica,1.2,1,0.0,23840.0,tienda,132.0,4x4
nissan,kicks,2020.0,exclusive,Blanco,Nafta,5.0,automatica,1.6,0,79000.0,23500.0,concesionaria,120.0,4x4
peugeot,2008,2025.0,active,Blanco,Nafta,5.0,manual,1.0,1,0.0,25920.0,concesionaria,120.0,4x2
volkswagen,nivus,2025.0,tsi comfortline,Gris plata,Nafta,5.0,automatica,1.0,1,0.0,19992.0,tienda,101.0,4x2
ford,broncosport,2021.0,wildtrak at8,Plateado,Nafta,5.0,automatica,2.0,1,43000.0,34392.0,concesionaria,110.0,4x4
jeep,grandcherokee,2021.0,limited,Blanco,Nafta,5.0,automatica,3.6,0,62000.0,66400.0,concesionaria,286.0,4x4
honda,crv,2011.0,lx,Gris plata,Nafta,5.0,automatica,2.4,0,173000.0,11600.0,concesionaria,185.0,4x2
chevrolet,tracker,2025.0,turbo,Azul,Nafta,5.0,automatica,1.2,0,0.0,22240.0,tienda,132.0,4x4
kia,sorento,2012.0,ex,Rojo,Nafta,5.0,automatica,2.4,1,149000.0,15500.0,concesionaria,185.0,4x4
jeep,renegade,2024.0,longitude,Gris plata,Nafta,5.0,automatica,1.3,1,0.0,29200.0,tienda,175.0,4x2
baic,x55,2024.0,ii luxury,Gris plata,Nafta,5.0,automatica,1.5,1,0.0,38900.0,tienda,185.0,4x2
nissan,kicks,2017.0,exclusive,Negro,Nafta,5.0,automatica,1.6,1,89000.0,17600.0,concesionaria,120.0,4x4
volkswagen,taos,2025.0,250 tsi comfortline,Gris plata,Nafta,5.0,automatica,1.4,1,0.0,20000.0,concesionaria,150.0,4x2
nissan,kicks,2018.0,advance,Gris plata,Nafta,5.0,automatica,1.6,1,103000.0,20500.0,concesionaria,120.0,4x2
nissan,kicks,2017.0,advance,Gris plata,Nafta,5.0,manual,1.6,1,100000.0,16800.0,particular,120.0,4x2
renault,duster,2016.0,ph2 privilege,Rojo,Nafta,5.0,manual,2.0,1,109000.0,17600.0,particular,143.0,4x4
toyota,sw4,2024.0,diamond 28tdi,Negro,Diésel,5.0,automatica,2.8,0,0.0,55200.0,concesionaria,204.0,4x4
chevrolet,tracker,2025.0,,Plateado,Nafta,5.0,automatica,1.2,0,500.0,21600.0,tienda,132.0,4x4
ford,ecosport,2018.0,titanium,Blanco,Nafta,5.0,manual,1.5,1,88000.0,17000.0,particular,123.0,4x2
ford,broncosport,2025.0,wildtrak at8,Verde oscuro,Nafta,5.0,automatica,2.0,0,0.0,47840.0,concesionaria,110.0,4x4
ford,ecosport,2017.0,s,Gris plata,Nafta,5.0,manual,1.5,0,128000.0,14000.0,concesionaria,123.0,4x2
bmw,x5,2024.0,40i lci m sport pro,Gris plata,Nafta,5.0,manual,3.0,0,0.0,249000.0,concesionaria,306.0,4x4
chevrolet,tracker,2025.0,turbo,Plateado,Nafta,5.0,automatica,1.2,0,0.0,21336.0,tienda,132.0,4x4
volkswagen,taos,2023.0,250 tsi comfortline,Gris plata,Nafta,5.0,automatica,1.4,1,40000.0,34900.0,particular,150.0,4x2
peugeot,2008,2025.0,gt,Blanco,Nafta,5.0,automatica,1.2,1,1234.0,34800.0,concesionaria,120.0,4x2
toyota,rav4,2022.0,vx,Blanco,Híbrido,5.0,automatica,2.5,0,30900.0,68880.0,concesionaria,110.0,4x4
peugeot,2008,2020.0,feline,Plateado,Nafta,5.0,manual,1.6,1,88300.0,18160.0,tienda,150.0,4x4
jeep,commander,2024.0,td380 at9 limited,Plateado,Diésel,5.0,automatica,2.0,0,0.0,46392.0,concesionaria,272.0,4x4
renault,duster,2015.0,confort plus,Gris plata,Nafta,5.0,manual,1.6,0,122000.0,13200.0,tienda,110.0,4x2
ford,ecosport,2022.0,se,Plateado,Nafta,5.0,manual,1.5,0,42000.0,19200.0,particular,123.0,4x2
volkswagen,nivus,2024.0,tsi comfortline,Gris plata,Nafta,5.0,manual,1.0,1,0.0,23500.0,particular,116.0,4x2
chevrolet,tracker,2025.0,turbo,Rojo,Nafta,5.0,automatica,1.2,0,0.0,21998.0,tienda,132.0,4x4
honda,crv,2008.0,ex,Celeste,Nafta,5.0,manual,2.4,0,179000.0,13300.0,particular,185.0,4x4
volkswagen,taos,2025.0,250 tsi comfortline,Blanco,Nafta,5.0,automatica,1.4,1,0.0,24800.0,concesionaria,150.0,4x2
renault,duster,2015.0,tech road,Blanco,Nafta,5.0,manual,1.6,1,118400.0,12400.0,concesionaria,110.0,4x2
ford,ecosport,2018.0,se,Blanco,Diésel,5.0,manual,1.5,0,50000.0,16800.0,concesionaria,123.0,4x2
toyota,corollacross,2024.0,seg ecvt,Blanco,Híbrido,5.0,automatica,1.8,1,2500.0,39000.0,concesionaria,170.0,4x2
volkswagen,tiguanallspace,2025.0,tsi life 4motion,Negro,Nafta,5.0,automatica,2.0,1,0.0,47120.0,tienda,150.0,4x4
peugeot,2008,2025.0,active,Gris plata,Nafta,5.0,manual,1.6,1,0.0,26480.0,concesionaria,120.0,4x2
ford,ecosport,2016.0,se,Naranja,Nafta,5.0,manual,2.0,0,89000.0,13360.0,concesionaria,143.0,4x2
peugeot,2008,2022.0,feline,Blanco,Nafta,5.0,manual,1.6,1,71000.0,19600.0,particular,150.0,4x4
ford,ecosport,2012.0,titanium,Naranja,Nafta,5.0,manual,1.6,0,110000.0,12000.0,concesionaria,110.0,4x2
peugeot,2008,2025.0,active,Azul,Nafta,5.0,manual,1.0,1,0.0,24871.0,tienda,120.0,4x2
ford,territory,2023.0,ecoboost titanium,Blanco,Nafta,5.0,automatica,1.8,0,22700.0,34000.0,particular,85.0,4x4
chevrolet,tracker,2025.0,ltz,Azul,Nafta,5.0,automatica,1.2,1,0.0,23999.0,tienda,132.0,4x4
ford,kuga,2012.0,trend ku01ku04,Naranja,Nafta,5.0,manual,2.5,0,155000.0,9600.0,particular,180.0,4x4
bmw,x4,2017.0,28i xline,Gris plata,Nafta,5.0,automatica,2.0,1,115000.0,39800.0,particular,245.0,4x4
jeep,compass,2025.0,t270 series,Gris plata,Nafta,5.0,automatica,1.3,1,0.0,35920.0,tienda,272.0,4x2
honda,hrv,2016.0,lx,Rojo,Nafta,5.0,automatica,1.8,1,98000.0,18968.0,concesionaria,175.0,4x2
renault,captur,2020.0,life,Blanco,Nafta,5.0,manual,1.6,0,88000.0,15920.0,concesionaria,110.0,4x4
bmw,x2,2022.0,sdrive20i msportx,Blanco,Nafta,5.0,automatica,2.0,0,35000.0,63900.0,particular,205.0,4x4
honda,hrv,2017.0,ex,Blanco,Nafta,5.0,automatica,1.8,1,86000.0,19600.0,particular,154.0,4x2
audi,q3,2013.0,tfsi,Blanco,Nafta,5.0,manual,2.0,1,117000.0,20000.0,concesionaria,170.0,4x4
chevrolet,tracker,2020.0,turbo,Plateado,Nafta,5.0,manual,1.2,1,115000.0,17600.0,concesionaria,132.0,4x4
ford,ecosport,2012.0,freestyle,Bordó,Nafta,5.0,manual,1.6,0,140000.0,10300.0,particular,110.0,4x2
renault,duster,2013.0,tech road,Negro,Nafta,5.0,manual,2.0,0,76000.0,13500.0,concesionaria,138.0,4x4
jac,s2,2025.0,intelligent,Blanco,Nafta,5.0,manual,1.5,1,0.0,18320.0,concesionaria,110.0,4x2
chevrolet,tracker,2021.0,ltz,Rojo,Nafta,5.0,automatica,1.2,1,42600.0,20640.0,concesionaria,132.0,4x4
renault,duster,2012.0,confort plus,Negro,Nafta,5.0,manual,1.6,0,105000.0,10000.0,concesionaria,110.0,4x2
volkswagen,taos,2025.0,250 tsi comfortline,Blanco,Nafta,5.0,automatica,1.4,1,0.0,31992.0,tienda,150.0,4x2
volkswagen,taos,2024.0,250 tsi comfortline,Negro,Nafta,5.0,automatica,1.4,1,0.0,30320.0,tienda,150.0,4x2
nissan,kicks,2017.0,advance,Gris plata,Nafta,5.0,manual,1.6,1,110000.0,16800.0,concesionaria,120.0,4x2
ford,territory,2025.0,ecoboost titanium,Negro,Nafta,5.0,automatica,1.8,1,0.0,37440.0,tienda,85.0,4x4
ford,ecosport,2015.0,se,Negro,Nafta,5.0,manual,1.6,0,112000.0,12000.0,particular,110.0,4x2
ford,ecosport,2018.0,se,Blanco,Nafta,5.0,manual,1.5,0,85000.0,13840.0,concesionaria,123.0,4x2
chevrolet,tracker,2023.0,turbo,Gris plata,Nafta,5.0,automatica,1.2,0,16000.0,23600.0,particular,132.0,4x4
kia,sportage,2013.0,ex,Azul,Nafta,5.0,automatica,2.0,0,157000.0,14000.0,concesionaria,163.0,4x2
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,1,0.0,34792.0,tienda,272.0,4x2
chevrolet,tracker,2023.0,turbo,Rojo,Nafta,5.0,automatica,1.2,0,0.0,25856.0,concesionaria,132.0,4x4
ford,kuga,2018.0,titanium,Gris plata,Nafta,5.0,automatica,2.0,1,107600.0,24990.0,concesionaria,143.0,4x4
ford,ecosport,2015.0,s,Gris plata,Nafta,5.0,manual,1.6,0,145000.0,12000.0,particular,110.0,4x2
honda,hrv,2020.0,ex,Plateado,Nafta,5.0,automatica,1.8,1,80000.0,24000.0,particular,154.0,4x2
ford,ecosport,2010.0,my10 xls,Rojo,Nafta,5.0,manual,1.6,0,146000.0,8550.0,particular,110.0,4x2
chevrolet,tracker,2015.0,ltz,Gris plata,Nafta,5.0,manual,1.8,1,117000.0,13900.0,particular,140.0,4x2
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,1,0.0,30800.0,tienda,272.0,4x2
toyota,sw4,2019.0,srx,Blanco,Diésel,5.0,manual,2.8,0,66000.0,34400.0,particular,177.0,4x4
nissan,xtrail,2021.0,exclusive xtronic,Gris plata,Nafta,5.0,automatica,2.5,0,32500.0,37600.0,concesionaria,110.0,4x4
toyota,landcruiser,1996.0,dl,Beige techo negro,Diésel,5.0,manual,4.2,0,450000.0,25000.0,particular,265.0,4x2
peugeot,2008,2024.0,gt,Blanco,Nafta,5.0,automatica,1.0,1,0.0,32697.0,tienda,120.0,4x2
chevrolet,spin,2016.0,lt,Gris plata,Nafta,5.0,manual,1.8,0,109000.0,14400.0,concesionaria,105.0,4x2
volkswagen,nivus,2021.0,tsi comfortline,Blanco,Nafta,5.0,automatica,1.0,1,48000.0,20640.0,concesionaria,101.0,4x2
jeep,renegade,2021.0,sport,Plateado,Nafta,5.0,manual,1.8,1,57000.0,23000.0,concesionaria,170.0,4x2
chevrolet,tracker,2023.0,ltz,Plateado,Nafta,5.0,automatica,1.2,1,22000.0,19992.0,concesionaria,132.0,4x4
volkswagen,nivus,2024.0,170,Blanco,Nafta,5.0,manual,1.0,0,9000.0,23800.0,concesionaria,116.0,4x2
ford,ecosport,2016.0,titanium,Blanco,Nafta,5.0,manual,1.6,0,110000.0,15200.0,particular,110.0,4x2
jeep,wrangler,2019.0,rubicon,Blanco,Nafta,3.0,automatica,3.6,1,79000.0,89900.0,concesionaria,284.0,4x4
jeep,renegade,2021.0,sport,Negro,Nafta,5.0,manual,1.8,1,112000.0,18500.0,particular,170.0,4x2
kia,soul,2014.0,ex,Blanco,Nafta,5.0,automatica,1.6,1,83200.0,16000.0,particular,132.0,4x2
toyota,rav4,2013.0,,Blanco,Nafta,5.0,automatica,2.0,1,137000.0,18000.0,concesionaria,200.0,4x2
citroen,c4cactus,2021.0,thp 165 shine,Negro,Nafta,5.0,automatica,1.6,1,105000.0,18800.0,concesionaria,165.0,4x2
volkswagen,tcross,2024.0,200 tsi comfortline,Gris plata,Nafta,5.0,manual,1.0,1,0.0,23920.0,particular,110.0,4x2
hyundai,tucson,2025.0,safety,Gris plata,Nafta,5.0,automatica,2.0,0,0.0,48990.0,concesionaria,154.0,4x2
chevrolet,tracker,2025.0,turbo,Blanco,Nafta,5.0,manual,1.2,0,0.0,21680.0,tienda,132.0,4x4
nissan,kicks,2021.0,sense,Rojo,Nafta,5.0,manual,1.6,0,30083.0,20640.0,concesionaria,120.0,4x2
renault,koleos,2010.0,privilege,Gris plata,Nafta,5.0,manual,2.5,0,250000.0,9520.0,particular,138.0,4x4
nissan,kicks,2018.0,advance,Gris plata,Nafta,5.0,automatica,1.6,1,111000.0,17600.0,concesionaria,120.0,4x2
chevrolet,tracker,2016.0,ltz,Azul,Nafta,5.0,manual,1.8,1,73000.0,15000.0,particular,140.0,4x2
peugeot,2008,2025.0,allure,Gris plata,Nafta,5.0,automatica,1.0,1,1111.0,28720.0,concesionaria,120.0,4x2
baic,x35,2024.0,luxury,Gris plata,Nafta,5.0,automatica,1.5,0,0.0,28100.0,concesionaria,148.0,4x4
ford,ecosport,2018.0,freestyle,Blanco,Nafta,5.0,manual,1.5,1,79000.0,14800.0,concesionaria,123.0,4x2
ford,territory,2025.0,ecoboost titanium,Gris plata,Nafta,5.0,automatica,1.8,1,1000.0,40000.0,particular,85.0,4x4
jeep,renegade,2018.0,sport,Gris plata,Nafta,5.0,manual,1.8,1,100000.0,17500.0,particular,170.0,4x2
volkswagen,taos,2025.0,250 tsi comfortline,Blanco,Nafta,5.0,automatica,1.4,1,0.0,29520.0,tienda,150.0,4x2
audi,q5,2024.0,tfsi,Gris plata,Nafta,5.0,automatica,2.0,1,0.0,85003.0,tienda,252.0,4x4
renault,duster,2016.0,ph2 privilege,Blanco,Nafta,5.0,manual,1.6,1,110000.0,13320.0,concesionaria,110.0,4x2
jeep,compass,2025.0,t270 series,Gris plata,Nafta,5.0,automatica,1.3,1,900.0,38800.0,concesionaria,272.0,4x2
chevrolet,tracker,2014.0,ltz,Plateado,Nafta,5.0,manual,1.8,0,120000.0,7920.0,concesionaria,140.0,4x2
honda,crv,2011.0,ex,Blanco,Nafta,5.0,automatica,2.4,0,165000.0,13440.0,particular,185.0,4x4
audi,q7,2017.0,tdi,Negro,Diésel,5.0,automatica,3.0,1,135000.0,51900.0,concesionaria,249.0,4x4
chevrolet,tracker,2024.0,turbo,Plateado,Nafta,5.0,automatica,1.2,1,1000.0,21360.0,tienda,132.0,4x4
hyundai,santafe,2012.0,gls premium,Gris plata,Nafta,5.0,automatica,2.4,0,170000.0,8500.0,particular,110.0,4x4
citroen,c3aircross,2025.0,shine turbo 200 bitono,Gris plata,Nafta,5.0,automatica,1.0,1,0.0,24800.0,concesionaria,120.0,4x2
chevrolet,tracker,2023.0,turbo,Rojo,Nafta,5.0,automatica,1.2,0,12000.0,27200.0,concesionaria,132.0,4x4
bmw,x3,2005.0,25si selective,Gris plata,Nafta,5.0,manual,2.5,0,182000.0,13500.0,particular,306.0,4x4
bmw,x3,2010.0,si limited edition blindada br3 360,Negro,Nafta,5.0,manual,2.5,0,95000.0,22900.0,particular,306.0,4x4
toyota,corollacross,2024.0,xli,Gris plata,Nafta,5.0,automatica,2.0,1,1000.0,37000.0,concesionaria,170.0,4x2
hyundai,tucson,2012.0,gl,Plateado,Nafta,5.0,automatica,2.0,1,137000.0,14800.0,particular,154.0,4x4
jeep,compass,2024.0,sport,Gris plata,Nafta,5.0,automatica,1.3,1,0.0,30400.0,concesionaria,170.0,4x2
mercedesbenz,clasegla,2017.0,gla200 urban,Plateado,Nafta,5.0,automatica,1.6,1,125000.0,30000.0,particular,211.0,4x4
landrover,defender,1997.0,soft top,Amarrillo,Diésel,5.0,manual,2.5,0,174000.0,46000.0,concesionaria,110.0,4x2
honda,hrv,2016.0,ex,Blanco,Nafta,5.0,automatica,1.8,1,106000.0,20500.0,particular,132.0,4x2
hyundai,tucson,2006.0,gl,Bordó,Diésel,5.0,automatica,2.0,0,200000.0,9440.0,concesionaria,154.0,4x4
ford,territory,2022.0,ecoboost titanium,Beige techo negro,Nafta,5.0,automatica,1.5,1,70000.0,28720.0,concesionaria,143.0,4x2
ford,ecosport,2018.0,freestyle,Blanco,Nafta,5.0,manual,1.5,1,105020.0,16648.0,tienda,123.0,4x2
chevrolet,tracker,2018.0,ltz,Gris plata,Nafta,5.0,manual,1.8,1,69000.0,19000.0,concesionaria,140.0,4x4
peugeot,2008,2018.0,feline,Negro,Nafta,5.0,manual,1.6,1,46000.0,16200.0,particular,150.0,4x4
volkswagen,nivus,2022.0,tsi comfortline,Azul,Nafta,5.0,manual,1.0,1,37000.0,19600.0,concesionaria,101.0,4x2
hyundai,tucson,2018.0,style,Blanco,Nafta,5.0,automatica,2.0,1,94800.0,24800.0,concesionaria,154.0,4x2
jeep,compass,2021.0,sport,Negro,Nafta,5.0,automatica,2.4,1,31900.0,30400.0,particular,170.0,4x2
chevrolet,tracker,2025.0,turbo,Blanco,Nafta,5.0,automatica,1.2,0,0.0,21320.0,tienda,132.0,4x4
honda,crv,2013.0,ex,Gris plata,Nafta,5.0,automatica,2.4,1,210000.0,18000.0,particular,185.0,4x4
volkswagen,tcross,2019.0,trendlinde,Negro,Nafta,5.0,manual,1.6,0,70000.0,18800.0,particular,110.0,4x2
jeep,renegade,2019.0,sport,Negro,Nafta,5.0,manual,1.8,0,71227.0,17520.0,tienda,170.0,4x2
chevrolet,tracker,2024.0,ltz,Blanco,Nafta,5.0,automatica,1.2,0,0.0,25440.0,tienda,132.0,4x4
chery,tiggo,2013.0,f2 confort,Gris plata,Nafta,5.0,manual,2.0,0,165495.0,9280.0,concesionaria,138.0,4x2
ford,kuga,2020.0,sel,Gris plata,Híbrido,5.0,automatica,2.0,1,52000.0,33000.0,particular,143.0,4x4
ford,kuga,2017.0,titanium,Plateado,Nafta,5.0,automatica,2.0,1,108000.0,23200.0,particular,143.0,4x4
toyota,hiluxsw4,2023.0,srx,Gris plata,Diésel,5.0,automatica,2.8,1,24000.0,47200.0,particular,177.0,4x4
bmw,x4,2018.0,28i xline,Plateado,Nafta,5.0,automatica,2.0,1,65300.0,55000.0,particular,245.0,4x4
chevrolet,blazer,1999.0,dlx,Azul,Diésel,5.0,manual,2.5,1,247650.0,6000.0,particular,160.0,4x4
ds,ds7crossback,2021.0,rivoli hdi,Negro,Diésel,5.0,automatica,2.0,0,62000.0,38900.0,concesionaria,300.0,4x4
ford,ecosport,2018.0,se,Blanco,Diésel,5.0,manual,1.5,0,54000.0,15920.0,tienda,100.0,4x2
nissan,kicks,2017.0,advance,Blanco,Nafta,5.0,automatica,1.6,1,54000.0,18240.0,concesionaria,120.0,4x2
volkswagen,tiguanallspace,2025.0,tsi life 4motion,Azul,Nafta,5.0,automatica,2.0,1,0.0,44960.0,tienda,150.0,4x4
volkswagen,nivus,2025.0,tsi comfortline,Gris plata,Nafta,5.0,automatica,1.0,1,0.0,29600.0,tienda,101.0,4x2
honda,hrv,2016.0,lx,Negro,Nafta,5.0,automatica,1.8,1,105000.0,19192.0,concesionaria,175.0,4x2
jeep,grandcherokee,2008.0,limited,Verde oscuro,Diésel,5.0,automatica,3.0,0,189000.0,16000.0,particular,286.0,4x4
dodge,journey,2012.0,se,Rojo,Nafta,5.0,automatica,2.4,1,102000.0,14400.0,particular,170.0,4x4
kia,soul,2016.0,ex,Blanco,Nafta,5.0,automatica,1.6,1,120000.0,13600.0,concesionaria,132.0,4x4
hyundai,santafe,2008.0,gls premium,Gris plata,Diésel,5.0,manual,2.2,0,288000.0,11500.0,particular,110.0,4x4
ford,ecosport,2020.0,se,Negro,Nafta,5.0,manual,1.5,0,70500.0,17200.0,particular,123.0,4x2
audi,q8,2024.0,tfsi,Negro,Nafta,5.0,automatica,3.0,1,0.0,190000.0,tienda,340.0,4x4
mitsubishi,montero,2006.0,gls did tc cu,Azul,Diésel,5.0,automatica,3.2,0,190000.0,12900.0,concesionaria,110.0,4x2
renault,duster,2024.0,tce turbo iconic xtronic,Gris plata,Nafta,5.0,automatica,1.3,0,900.0,27919.0,concesionaria,155.0,4x4
ford,broncosport,2025.0,wildtrak at8,Gris plata,Nafta,5.0,automatica,2.0,0,0.0,55900.0,concesionaria,110.0,4x4
ford,ecosport,2016.0,freestyle,Gris plata,Nafta,5.0,manual,2.0,0,140000.0,17500.0,particular,143.0,4x4
audi,q3sportback,2020.0,35tfsi sportback,Blanco,Nafta,5.0,automatica,1.4,1,79000.0,44990.0,concesionaria,150.0,4x4
renault,duster,2011.0,privilege,Celeste,Nafta,5.0,manual,2.0,0,185000.0,9600.0,particular,138.0,4x2
nissan,kicks,2023.0,advance,Plateado,Nafta,5.0,automatica,1.6,1,29000.0,23992.0,concesionaria,120.0,4x2
jeep,renegade,2017.0,sport,Negro,Nafta,5.0,manual,1.8,1,108000.0,16720.0,tienda,170.0,4x2
volkswagen,taos,2025.0,250 tsi comfortline,Gris plata,Nafta,5.0,automatica,1.4,1,500.0,34980.0,concesionaria,150.0,4x2
honda,hrv,2021.0,lx,Plateado,Nafta,5.0,automatica,1.8,0,30900.0,25600.0,particular,175.0,4x2
peugeot,3008,2021.0,gtline thp,Rojo,Nafta,5.0,automatica,1.6,0,54000.0,35500.0,concesionaria,165.0,4x4
toyota,hiluxsw4,2013.0,srv cuero,Blanco,Nafta,5.0,manual,2.7,0,194000.0,22000.0,concesionaria,171.0,4x2
nissan,kicks,2025.0,advance,Blanco,Nafta,5.0,automatica,1.6,1,0.0,27112.0,concesionaria,120.0,4x2
peugeot,2008,2019.0,feline,Blanco,Nafta,5.0,manual,1.6,1,43500.0,15200.0,particular,150.0,4x4
toyota,sw4,2022.0,srx,Negro,Diésel,5.0,automatica,2.8,1,59000.0,54900.0,particular,204.0,4x4
chevrolet,tracker,2025.0,ltz,Blanco,Nafta,5.0,automatica,1.2,1,0.0,26400.0,concesionaria,132.0,4x4
ford,ecosport,2022.0,se,Plateado,Nafta,5.0,manual,1.5,0,46000.0,19040.0,concesionaria,123.0,4x2
citroen,c4cactus,2019.0,feel pack plus,Plateado,Nafta,5.0,automatica,1.6,0,70000.0,16800.0,concesionaria,165.0,4x2
ford,ecosport,2020.0,freestyle,Blanco,Nafta,5.0,manual,1.5,0,73300.0,16720.0,concesionaria,123.0,4x2
bmw,x2,2020.0,sdrive20i msportx,Blanco,Nafta,5.0,automatica,2.0,0,70796.0,65000.0,particular,205.0,4x4
volkswagen,tcross,2020.0,comfortline,Rojo,Nafta,5.0,automatica,1.6,1,70796.0,24000.0,particular,116.0,4x2
jeep,renegade,2025.0,longitude,Negro,Nafta,5.0,automatica,1.3,1,0.0,31672.0,tienda,170.0,4x2
hyundai,creta,2025.0,safety,Blanco,Nafta,5.0,automatica,1.6,1,0.0,35000.0,concesionaria,115.0,4x2
honda,crv,2010.0,ex,Marrón,Nafta,5.0,automatica,2.4,1,215000.0,13200.0,particular,185.0,4x4
bmw,x6,2025.0,35i sportive,Negro,Nafta,5.0,automatica,3.0,1,0.0,189900.0,concesionaria,306.0,4x4
jeep,compass,2018.0,sport,Negro,Nafta,5.0,manual,2.4,1,67000.0,24000.0,particular,170.0,4x2
mercedesbenz,clasegle,2017.0,gle400 sport coupe,Negro,Nafta,5.0,automatica,3.0,0,135000.0,65000.0,concesionaria,333.0,4x4
ford,ecosport,2021.0,se,Blanco,Nafta,5.0,manual,1.5,1,75824.0,17520.0,tienda,123.0,4x2
volkswagen,taos,2025.0,250 tsi comfortline,Gris plata,Nafta,5.0,automatica,1.4,1,0.0,36880.0,concesionaria,150.0,4x2
ford,ecosport,2008.0,my10 xls,Bordó,Nafta,5.0,manual,1.6,0,167000.0,6720.0,concesionaria,110.0,4x2
volkswagen,nivus,2021.0,tsi comfortline,Blanco,Nafta,5.0,automatica,1.0,1,78395.0,23000.0,particular,101.0,4x2
jeep,cherokee,2001.0,classic,Plateado,Diésel,5.0,manual,2.5,0,246000.0,19500.0,particular,205.0,4x2
suzuki,grandvitara,2010.0,jiii,Blanco,Nafta,5.0,manual,2.4,0,140000.0,10000.0,concesionaria,110.0,4x4
chevrolet,tracker,2024.0,turbo,Blanco,Nafta,5.0,automatica,1.2,1,1000.0,29756.0,tienda,132.0,4x4
volkswagen,tiguan,2013.0,sport style tsi,Blanco,Diésel,5.0,automatica,2.0,0,213000.0,17200.0,concesionaria,140.0,4x4
renault,duster,2017.0,ph2 privilege,Gris plata,Nafta,5.0,manual,1.6,1,111111.0,13200.0,concesionaria,110.0,4x2
chevrolet,tracker,2023.0,turbo,Blanco,Nafta,5.0,manual,1.2,0,42000.0,20800.0,particular,132.0,4x4
renault,duster,2024.0,tce turbo iconic xtronic,Marrón,Nafta,5.0,automatica,1.3,1,0.0,23600.0,particular,155.0,4x4
ford,ecosport,2010.0,my10 xls,Gris plata,Nafta,5.0,manual,1.6,0,180000.0,7200.0,particular,110.0,4x2
peugeot,2008,2017.0,allure,Negro,Nafta,5.0,manual,1.6,0,98000.0,14400.0,particular,120.0,4x2
citroen,c4cactus,2022.0,feel pack plus,Blanco,Nafta,5.0,manual,1.6,0,55000.0,19300.0,concesionaria,165.0,4x2
jeep,compass,2018.0,longitude plus,Negro,Nafta,5.0,manual,2.4,1,53000.0,28500.0,concesionaria,170.0,4x4
renault,duster,2013.0,luxe nav,Negro,Nafta,5.0,manual,2.0,0,128000.0,12800.0,concesionaria,138.0,4x4
peugeot,2008,2018.0,allure,Gris plata,Nafta,5.0,manual,1.6,0,51000.0,14880.0,particular,120.0,4x2
hyundai,tucson,2025.0,ultimate turbo dct 4wf,Plateado,Nafta,5.0,automatica,1.6,1,0.0,58900.0,concesionaria,154.0,4x4
toyota,corollacross,2023.0,xei,Negro,Nafta,5.0,automatica,2.0,1,21700.0,31200.0,concesionaria,170.0,4x2
toyota,rav4,2009.0,,Gris plata,Nafta,5.0,automatica,2.4,0,180000.0,12792.0,concesionaria,257.0,4x4
honda,hrv,2016.0,ex,Gris plata,Nafta,5.0,automatica,1.8,1,165000.0,15920.0,particular,132.0,4x2
citroen,c3aircross,2025.0,shine turbo 200 bitono,Blanco,Nafta,5.0,automatica,1.0,1,0.0,25941.0,concesionaria,120.0,4x2
mitsubishi,outlander,2025.0,gls full,Gris plata,Nafta,5.0,automatica,2.5,1,0.0,52500.0,concesionaria,184.0,4x4
